pokemon,ability_one,ability_two,ability_three,height,weight,moves,num_moves,hp,attack,defense,special_attack,special_defense,speed,type_one,type_two
tyrantrum,strong-jaw,rock-head,,25,2700,"['stomp', 'horn-drill', 'tackle', 'body-slam', 'thrash', 'tail-whip', 'bite', 'roar', 'hyper-beam', 'strength', 'earthquake', 'dig', 'toxic', 'double-team', 'bide', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'outrage', 'sandstorm', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'sunny-day', 'crunch', 'ancient-power', 'rock-smash', 'facade', 'superpower', 'brick-break', 'secret-power', 'hyper-voice', 'rock-tomb', 'aerial-ace', 'iron-defense', 'block', 'dragon-claw', 'dragon-dance', 'rock-blast', 'close-combat', 'assurance', 'rock-polish', 'dark-pulse', 'dragon-pulse', 'earth-power', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'zen-headbutt', 'draco-meteor', 'iron-head', 'stone-edge', 'stealth-rock', 'head-smash', 'hone-claws', 'round', 'bulldoze', 'dragon-tail', 'play-rough', 'confide', 'high-horsepower', 'brutal-swing', 'psychic-fangs', 'stomping-tantrum', 'breaking-swipe', 'scale-shot', 'meteor-beam', 'lash-out']",78,82,121,119,69,59,71,rock,dragon
amaura,refrigerate,snow-warning,,13,252,"['body-slam', 'take-down', 'growl', 'roar', 'mist', 'ice-beam', 'blizzard', 'aurora-beam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'rock-throw', 'toxic', 'double-team', 'barrier', 'light-screen', 'haze', 'reflect', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'powder-snow', 'protect', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'mirror-coat', 'psych-up', 'ancient-power', 'rock-smash', 'hail', 'facade', 'nature-power', 'secret-power', 'hyper-voice', 'weather-ball', 'rock-tomb', 'iron-defense', 'mud-shot', 'calm-mind', 'rock-blast', 'water-pulse', 'magnet-rise', 'rock-polish', 'dark-pulse', 'aqua-tail', 'earth-power', 'avalanche', 'zen-headbutt', 'flash-cannon', 'discharge', 'iron-head', 'stone-edge', 'stealth-rock', 'charge-beam', 'round', 'echoed-voice', 'bulldoze', 'frost-breath', 'dragon-tail', 'freeze-dry', 'confide', 'aurora-veil', 'meteor-beam']",78,77,59,50,67,63,46,rock,ice
aurorus,refrigerate,snow-warning,,27,2250,"['body-slam', 'take-down', 'growl', 'roar', 'mist', 'ice-beam', 'blizzard', 'aurora-beam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'rock-throw', 'earthquake', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'powder-snow', 'protect', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'psych-up', 'ancient-power', 'rock-smash', 'hail', 'facade', 'nature-power', 'secret-power', 'hyper-voice', 'weather-ball', 'rock-tomb', 'icicle-spear', 'iron-defense', 'mud-shot', 'calm-mind', 'rock-blast', 'water-pulse', 'magnet-rise', 'rock-polish', 'dark-pulse', 'aqua-tail', 'earth-power', 'giga-impact', 'avalanche', 'zen-headbutt', 'flash-cannon', 'iron-head', 'stone-edge', 'stealth-rock', 'charge-beam', 'round', 'echoed-voice', 'bulldoze', 'frost-breath', 'dragon-tail', 'freeze-dry', 'confide', 'meteor-beam']",78,123,77,72,99,92,58,rock,ice
sylveon,cute-charm,pixilate,,10,235,"['pay-day', 'cut', 'sand-attack', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'growl', 'roar', 'hyper-beam', 'dig', 'toxic', 'psychic', 'quick-attack', 'double-team', 'light-screen', 'reflect', 'focus-energy', 'swift', 'flash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'facade', 'helping-hand', 'magic-coat', 'skill-swap', 'secret-power', 'hyper-voice', 'weather-ball', 'fake-tears', 'covet', 'magical-leaf', 'calm-mind', 'copycat', 'last-resort', 'giga-impact', 'psyshock', 'telekinesis', 'round', 'echoed-voice', 'stored-power', 'retaliate', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'fairy-wind', 'moonblast', 'confide', 'mystical-fire', 'dazzling-gleam', 'baby-doll-eyes', 'laser-focus', 'misty-explosion', 'tera-blast', 'trailblaze', 'alluring-voice']",79,95,65,65,110,130,60,fairy,
hawlucha,limber,unburden,mold-breaker,8,215,"['karate-chop', 'mega-punch', 'fire-punch', 'thunder-punch', 'swords-dance', 'cut', 'wing-attack', 'fly', 'mega-kick', 'tackle', 'body-slam', 'take-down', 'hyper-beam', 'submission', 'low-kick', 'strength', 'dig', 'toxic', 'agility', 'double-team', 'swift', 'high-jump-kick', 'sky-attack', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'detect', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'encore', 'hidden-power', 'cross-chop', 'rain-dance', 'sunny-day', 'rock-smash', 'uproar', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'superpower', 'revenge', 'brick-break', 'endeavor', 'secret-power', 'feather-dance', 'mud-sport', 'rock-tomb', 'aerial-ace', 'bulk-up', 'bounce', 'roost', 'feint', 'tailwind', 'u-turn', 'close-combat', 'payback', 'assurance', 'fling', 'me-first', 'last-resort', 'poison-jab', 'x-scissor', 'drain-punch', 'focus-blast', 'brave-bird', 'giga-impact', 'zen-headbutt', 'defog', 'iron-head', 'stone-edge', 'grass-knot', 'hone-claws', 'low-sweep', 'entrainment', 'round', 'quick-guard', 'ally-switch', 'sky-drop', 'acrobatics', 'retaliate', 'work-up', 'dual-chop', 'flying-press', 'confide', 'power-up-punch', 'laser-focus', 'throat-chop', 'lunge', 'body-press', 'coaching', 'dual-wingbeat', 'tera-blast', 'trailblaze', 'upper-hand']",108,78,92,75,74,63,118,fighting,flying
dedenne,cheek-pouch,pickup,plus,2,22,"['thunder-punch', 'cut', 'tackle', 'take-down', 'tail-whip', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'double-team', 'light-screen', 'swift', 'flash', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'charge', 'helping-hand', 'recycle', 'endeavor', 'secret-power', 'signal-beam', 'aerial-ace', 'covet', 'shock-wave', 'natural-gift', 'u-turn', 'fling', 'last-resort', 'magnet-rise', 'seed-bomb', 'giga-impact', 'discharge', 'grass-knot', 'charge-beam', 'electro-ball', 'entrainment', 'round', 'ally-switch', 'retaliate', 'volt-switch', 'electroweb', 'wild-charge', 'parabolic-charge', 'draining-kiss', 'misty-terrain', 'play-rough', 'confide', 'eerie-impulse', 'electric-terrain', 'dazzling-gleam', 'nuzzle', 'tearful-look', 'rising-voltage', 'tera-blast', 'trailblaze']",75,67,58,57,81,67,101,electric,fairy
carbink,clear-body,sturdy,,3,57,"['tackle', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'rock-throw', 'toxic', 'psychic', 'double-team', 'harden', 'light-screen', 'reflect', 'flash', 'explosion', 'rest', 'rock-slide', 'sharpen', 'substitute', 'snore', 'flail', 'protect', 'spikes', 'sandstorm', 'endure', 'charm', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'hail', 'facade', 'nature-power', 'magic-coat', 'endeavor', 'skill-swap', 'secret-power', 'rock-tomb', 'sand-tomb', 'iron-defense', 'covet', 'calm-mind', 'rock-blast', 'gravity', 'gyro-ball', 'guard-swap', 'magnet-rise', 'rock-polish', 'power-gem', 'earth-power', 'giga-impact', 'flash-cannon', 'trick-room', 'iron-head', 'stone-edge', 'stealth-rock', 'guard-split', 'wonder-room', 'telekinesis', 'smack-down', 'heavy-slam', 'after-you', 'round', 'ally-switch', 'misty-terrain', 'moonblast', 'confide', 'dazzling-gleam', 'stomping-tantrum', 'body-press', 'meteor-beam', 'misty-explosion', 'terrain-pulse', 'tera-blast']",79,50,50,150,50,150,50,rock,fairy
goomy,sap-sipper,hydration,gooey,3,28,"['tackle', 'body-slam', 'take-down', 'water-gun', 'counter', 'absorb', 'thunderbolt', 'toxic', 'double-team', 'bide', 'bubble', 'acid-armor', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'sludge-bomb', 'outrage', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'secret-power', 'muddy-water', 'mud-shot', 'poison-tail', 'shock-wave', 'water-pulse', 'dragon-pulse', 'draco-meteor', 'sludge-wave', 'round', 'confide', 'infestation', 'life-dew', 'skitter-smack', 'tera-blast', 'chilling-water']",50,45,50,35,55,75,40,dragon,
sliggoo,sap-sipper,hydration,gooey,8,175,"['tackle', 'body-slam', 'take-down', 'water-gun', 'ice-beam', 'blizzard', 'absorb', 'thunderbolt', 'thunder', 'toxic', 'double-team', 'bide', 'bubble', 'acid-armor', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'sludge-bomb', 'outrage', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'secret-power', 'muddy-water', 'mud-shot', 'shock-wave', 'water-pulse', 'dragon-pulse', 'draco-meteor', 'sludge-wave', 'acid-spray', 'round', 'confide', 'infestation', 'skitter-smack', 'tera-blast', 'chilling-water']",51,68,75,53,83,113,60,dragon,
goodra,sap-sipper,hydration,gooey,20,1505,"['mega-punch', 'fire-punch', 'thunder-punch', 'mega-kick', 'tackle', 'body-slam', 'take-down', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'absorb', 'thunderbolt', 'thunder', 'earthquake', 'toxic', 'double-team', 'bide', 'fire-blast', 'bubble', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'sludge-bomb', 'outrage', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'hail', 'facade', 'focus-punch', 'superpower', 'knock-off', 'secret-power', 'weather-ball', 'muddy-water', 'dragon-claw', 'mud-shot', 'poison-tail', 'shock-wave', 'water-pulse', 'feint', 'assurance', 'aqua-tail', 'dragon-pulse', 'focus-blast', 'giga-impact', 'draco-meteor', 'power-whip', 'sludge-wave', 'acid-spray', 'round', 'scald', 'incinerate', 'bulldoze', 'dragon-tail', 'confide', 'infestation', 'laser-focus', 'brutal-swing', 'stomping-tantrum', 'tearful-look', 'body-press', 'breaking-swipe', 'skitter-smack', 'tera-blast', 'chilling-water', 'dragon-cheer']",86,90,100,70,110,150,80,dragon,
klefki,prankster,magician,,2,30,"['cut', 'tackle', 'hyper-beam', 'thunder-wave', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'spikes', 'lock-on', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'torment', 'facade', 'magic-coat', 'recycle', 'imprison', 'secret-power', 'astonish', 'metal-sound', 'iron-defense', 'covet', 'calm-mind', 'heal-block', 'last-resort', 'magnet-rise', 'switcheroo', 'giga-impact', 'mirror-shot', 'flash-cannon', 'defog', 'trick-room', 'psyshock', 'magic-room', 'foul-play', 'round', 'stored-power', 'draining-kiss', 'crafty-shield', 'misty-terrain', 'play-rough', 'fairy-wind', 'fairy-lock', 'confide', 'dazzling-gleam', 'steel-beam', 'skitter-smack', 'tera-blast']",65,57,80,91,80,87,75,steel,fairy
phantump,natural-cure,frisk,harvest,4,70,"['cut', 'tackle', 'disable', 'strength', 'leech-seed', 'growth', 'solar-beam', 'dig', 'toxic', 'psychic', 'night-shade', 'double-team', 'confuse-ray', 'reflect', 'dream-eater', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'feint-attack', 'destiny-bond', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'will-o-wisp', 'facade', 'nature-power', 'trick', 'role-play', 'ingrain', 'magic-coat', 'skill-swap', 'imprison', 'grudge', 'secret-power', 'astonish', 'magical-leaf', 'worry-seed', 'sucker-punch', 'poison-jab', 'dark-pulse', 'seed-bomb', 'energy-ball', 'shadow-claw', 'trick-room', 'grass-knot', 'wood-hammer', 'telekinesis', 'foul-play', 'round', 'ally-switch', 'hex', 'bestow', 'bulldoze', 'horn-leech', 'phantom-force', 'forests-curse', 'grassy-terrain', 'confide', 'venom-drench', 'power-up-punch', 'branch-poke', 'grassy-glide', 'skitter-smack', 'lash-out', 'poltergeist', 'tera-blast', 'trailblaze']",84,43,70,48,50,60,38,ghost,grass
trevenant,natural-cure,frisk,harvest,15,710,"['cut', 'tackle', 'take-down', 'disable', 'hyper-beam', 'strength', 'leech-seed', 'growth', 'solar-beam', 'earthquake', 'dig', 'toxic', 'psychic', 'night-shade', 'double-team', 'confuse-ray', 'haze', 'reflect', 'dream-eater', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'feint-attack', 'destiny-bond', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'will-o-wisp', 'facade', 'nature-power', 'trick', 'role-play', 'ingrain', 'magic-coat', 'knock-off', 'skill-swap', 'imprison', 'secret-power', 'astonish', 'block', 'magical-leaf', 'calm-mind', 'worry-seed', 'sucker-punch', 'poison-jab', 'dark-pulse', 'seed-bomb', 'x-scissor', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'shadow-claw', 'trick-room', 'leaf-storm', 'grass-knot', 'wood-hammer', 'hone-claws', 'telekinesis', 'foul-play', 'round', 'ally-switch', 'hex', 'bulldoze', 'horn-leech', 'phantom-force', 'forests-curse', 'grassy-terrain', 'confide', 'venom-drench', 'power-up-punch', 'brutal-swing', 'branch-poke', 'grassy-glide', 'skitter-smack', 'burning-jealousy', 'lash-out', 'poltergeist', 'tera-blast', 'trailblaze', 'psychic-noise']",99,85,110,76,65,82,56,ghost,grass
pumpkaboo-average,pickup,frisk,insomnia,4,50,"['disable', 'flamethrower', 'leech-seed', 'razor-leaf', 'solar-beam', 'toxic', 'psychic', 'double-team', 'confuse-ray', 'light-screen', 'fire-blast', 'dream-eater', 'flash', 'explosion', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'destiny-bond', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'synthesis', 'hidden-power', 'sunny-day', 'shadow-ball', 'rock-smash', 'will-o-wisp', 'facade', 'nature-power', 'trick', 'role-play', 'magic-coat', 'skill-swap', 'imprison', 'secret-power', 'astonish', 'bullet-seed', 'gyro-ball', 'worry-seed', 'dark-pulse', 'seed-bomb', 'energy-ball', 'shadow-sneak', 'trick-room', 'grass-knot', 'charge-beam', 'telekinesis', 'flame-charge', 'foul-play', 'round', 'ally-switch', 'hex', 'incinerate', 'bestow', 'trick-or-treat', 'confide', 'mystical-fire', 'grassy-glide', 'skitter-smack', 'poltergeist']",73,49,66,70,44,55,51,ghost,grass
gourgeist-average,pickup,frisk,insomnia,9,125,"['flamethrower', 'hyper-beam', 'leech-seed', 'razor-leaf', 'solar-beam', 'toxic', 'psychic', 'double-team', 'confuse-ray', 'light-screen', 'fire-blast', 'dream-eater', 'flash', 'explosion', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'synthesis', 'hidden-power', 'sunny-day', 'shadow-ball', 'rock-smash', 'will-o-wisp', 'facade', 'nature-power', 'trick', 'role-play', 'magic-coat', 'skill-swap', 'imprison', 'secret-power', 'astonish', 'bullet-seed', 'gyro-ball', 'worry-seed', 'dark-pulse', 'seed-bomb', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'shadow-sneak', 'trick-room', 'power-whip', 'grass-knot', 'charge-beam', 'telekinesis', 'flame-charge', 'foul-play', 'round', 'ally-switch', 'hex', 'incinerate', 'phantom-force', 'trick-or-treat', 'moonblast', 'confide', 'mystical-fire', 'brutal-swing', 'grassy-glide', 'skitter-smack', 'poltergeist']",77,65,90,122,58,75,84,ghost,grass
bergmite,own-tempo,ice-body,sturdy,10,995,"['tackle', 'body-slam', 'take-down', 'double-edge', 'bite', 'mist', 'surf', 'ice-beam', 'blizzard', 'strength', 'toxic', 'double-team', 'recover', 'harden', 'barrier', 'flash', 'rest', 'rock-slide', 'sharpen', 'substitute', 'snore', 'curse', 'powder-snow', 'protect', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'rapid-spin', 'hidden-power', 'rain-dance', 'crunch', 'mirror-coat', 'rock-smash', 'hail', 'facade', 'secret-power', 'ice-ball', 'rock-tomb', 'icicle-spear', 'iron-defense', 'water-pulse', 'gyro-ball', 'rock-polish', 'avalanche', 'ice-fang', 'flash-cannon', 'stone-edge', 'after-you', 'round', 'bulldoze', 'frost-breath', 'confide', 'aurora-veil', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water']",62,55,69,85,32,35,28,ice,
avalugg,own-tempo,ice-body,sturdy,20,5050,"['tackle', 'body-slam', 'take-down', 'double-edge', 'bite', 'roar', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'earthquake', 'toxic', 'double-team', 'recover', 'harden', 'skull-bash', 'flash', 'rest', 'rock-slide', 'sharpen', 'substitute', 'snore', 'curse', 'powder-snow', 'protect', 'scary-face', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'rapid-spin', 'hidden-power', 'rain-dance', 'crunch', 'rock-smash', 'hail', 'facade', 'superpower', 'secret-power', 'ice-ball', 'rock-tomb', 'icicle-spear', 'iron-defense', 'block', 'water-pulse', 'gyro-ball', 'rock-polish', 'giga-impact', 'avalanche', 'ice-fang', 'flash-cannon', 'iron-head', 'stone-edge', 'wide-guard', 'heavy-slam', 'after-you', 'round', 'bulldoze', 'frost-breath', 'icicle-crash', 'confide', 'high-horsepower', 'stomping-tantrum', 'body-press', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water']",74,95,117,184,44,46,28,ice,
noibat,frisk,infiltrator,telepathy,5,80,"['razor-wind', 'cut', 'gust', 'wing-attack', 'whirlwind', 'fly', 'tackle', 'take-down', 'bite', 'supersonic', 'absorb', 'solar-beam', 'toxic', 'psychic', 'agility', 'screech', 'double-team', 'swift', 'dream-eater', 'leech-life', 'sky-attack', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'protect', 'outrage', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'sunny-day', 'shadow-ball', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'brick-break', 'snatch', 'secret-power', 'hyper-voice', 'air-cutter', 'aerial-ace', 'dragon-claw', 'water-pulse', 'roost', 'tailwind', 'u-turn', 'dark-pulse', 'air-slash', 'x-scissor', 'dragon-pulse', 'dragon-rush', 'switcheroo', 'shadow-claw', 'defog', 'draco-meteor', 'round', 'echoed-voice', 'acrobatics', 'wild-charge', 'hurricane', 'confide', 'dual-wingbeat', 'tera-blast']",72,40,30,35,45,40,55,flying,dragon
noivern,frisk,infiltrator,telepathy,15,850,"['razor-wind', 'cut', 'gust', 'wing-attack', 'whirlwind', 'fly', 'tackle', 'body-slam', 'take-down', 'double-edge', 'bite', 'supersonic', 'flamethrower', 'hyper-beam', 'absorb', 'solar-beam', 'toxic', 'psychic', 'agility', 'screech', 'double-team', 'swift', 'dream-eater', 'leech-life', 'sky-attack', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'outrage', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'moonlight', 'hidden-power', 'sunny-day', 'shadow-ball', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'brick-break', 'snatch', 'secret-power', 'hyper-voice', 'air-cutter', 'aerial-ace', 'dragon-claw', 'dragon-dance', 'water-pulse', 'roost', 'tailwind', 'u-turn', 'dark-pulse', 'air-slash', 'x-scissor', 'dragon-pulse', 'focus-blast', 'giga-impact', 'shadow-claw', 'defog', 'draco-meteor', 'hone-claws', 'round', 'echoed-voice', 'acrobatics', 'dragon-tail', 'wild-charge', 'hurricane', 'boomburst', 'confide', 'laser-focus', 'breaking-swipe', 'dual-wingbeat', 'tera-blast', 'dragon-cheer', 'psychic-noise']",86,85,70,80,97,80,123,flying,dragon
xerneas,fairy-aura,,,30,2150,"['cut', 'tackle', 'body-slam', 'take-down', 'roar', 'aurora-beam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'swift', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'outrage', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'megahorn', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'hail', 'facade', 'nature-power', 'ingrain', 'endeavor', 'secret-power', 'hyper-voice', 'aromatherapy', 'block', 'calm-mind', 'gravity', 'close-combat', 'night-slash', 'focus-blast', 'giga-impact', 'zen-headbutt', 'flash-cannon', 'defog', 'grass-knot', 'wonder-room', 'psyshock', 'round', 'echoed-voice', 'heal-pulse', 'horn-leech', 'draining-kiss', 'misty-terrain', 'play-rough', 'moonblast', 'confide', 'geomancy', 'dazzling-gleam', 'laser-focus', 'smart-strike', 'misty-explosion', 'terrain-pulse']",69,126,131,95,131,98,99,fairy,
yveltal,dark-aura,,,58,2030,"['razor-wind', 'cut', 'gust', 'fly', 'body-slam', 'disable', 'hyper-beam', 'toxic', 'psychic', 'double-team', 'swift', 'dream-eater', 'sky-attack', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'protect', 'endure', 'swagger', 'steel-wing', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'heat-wave', 'torment', 'facade', 'taunt', 'knock-off', 'secret-power', 'hyper-voice', 'aerial-ace', 'block', 'dragon-claw', 'roost', 'tailwind', 'u-turn', 'payback', 'embargo', 'sucker-punch', 'dark-pulse', 'air-slash', 'dragon-rush', 'focus-blast', 'giga-impact', 'shadow-claw', 'zen-headbutt', 'defog', 'hone-claws', 'foul-play', 'round', 'sky-drop', 'acrobatics', 'hurricane', 'snarl', 'phantom-force', 'confide', 'oblivion-wing', 'laser-focus', 'lash-out', 'dual-wingbeat']",66,126,131,95,131,98,99,dark,flying
zygarde-50,aura-break,,,50,3050,"['bind', 'body-slam', 'bite', 'hyper-beam', 'strength', 'earthquake', 'dig', 'toxic', 'double-team', 'haze', 'swift', 'glare', 'rest', 'rock-slide', 'substitute', 'snore', 'reversal', 'spite', 'protect', 'outrage', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'dragon-breath', 'iron-tail', 'hidden-power', 'sunny-day', 'crunch', 'extreme-speed', 'rock-smash', 'facade', 'superpower', 'brick-break', 'secret-power', 'camouflage', 'hyper-voice', 'block', 'dragon-dance', 'shock-wave', 'payback', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'zen-headbutt', 'draco-meteor', 'stone-edge', 'grass-knot', 'sludge-wave', 'coil', 'round', 'retaliate', 'bulldoze', 'dragon-tail', 'confide', 'thousand-arrows', 'thousand-waves', 'lands-wrath', 'high-horsepower', 'core-enforcer', 'stomping-tantrum', 'breaking-swipe', 'scale-shot', 'skitter-smack', 'scorching-sands']",70,108,100,121,81,95,95,dragon,ground
diancie,clear-body,,,7,88,"['tackle', 'body-slam', 'take-down', 'hyper-beam', 'rock-throw', 'toxic', 'psychic', 'double-team', 'harden', 'light-screen', 'reflect', 'metronome', 'swift', 'amnesia', 'flash', 'explosion', 'rest', 'rock-slide', 'sharpen', 'substitute', 'snore', 'flail', 'protect', 'spikes', 'sandstorm', 'endure', 'charm', 'swagger', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'baton-pass', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'hail', 'facade', 'nature-power', 'helping-hand', 'endeavor', 'skill-swap', 'secret-power', 'fake-tears', 'rock-tomb', 'sand-tomb', 'iron-defense', 'covet', 'calm-mind', 'gravity', 'gyro-ball', 'guard-swap', 'last-resort', 'magnet-rise', 'rock-polish', 'power-gem', 'earth-power', 'giga-impact', 'flash-cannon', 'trick-room', 'stone-edge', 'stealth-rock', 'guard-split', 'wonder-room', 'psyshock', 'telekinesis', 'smack-down', 'after-you', 'round', 'stored-power', 'ally-switch', 'bulldoze', 'draining-kiss', 'play-rough', 'moonblast', 'confide', 'diamond-storm', 'mystical-fire', 'dazzling-gleam', 'body-press', 'meteor-beam', 'misty-explosion', 'terrain-pulse', 'scorching-sands', 'tera-blast', 'snowscape']",90,50,100,150,100,150,50,rock,fairy
