rank_category,pokemon,item,ability,tera type,move_1,move_2,move_3,move_4,tournament
1,amoonguss,sitrus berry,regenerator,water,spore,rage-powder,sludge-bomb,protect,north america international
1,urshifu,mystic water,unseen fist,steel,surging-strikes,close-combat,aqua-jet,detect,north america international
1,flutter-mane,choice specs,protosynthesis,fairy,moonblast,dazzling-gleam,shadow-ball,power-gem,north america international
1,urshifu,focus sash,unseen fist,water,surging-strikes,close-combat,aqua-jet,detect,north america international
1,incineroar,safety goggles,intimidate,ghost,flare-blitz,fake-out,parting-shot,knock-off,north america international
1,landorus,life orb,sheer force,steel,earth-power,sludge-bomb,substitute,protect,north america international
1,tornadus,focus sash,prankster,ghost,bleakwind-storm,tailwind,rain-dance,protect,north america international
1,incineroar,safety goggles,intimidate,ghost,knock-off,taunt,parting-shot,fake-out,north america international
1,tornadus,covert cloak,prankster,dark,bleakwind-storm,rain-dance,tailwind,protect,north america international
1,calyrex,clear amulet,as one (spectrier),fairy,astral-barrage,draining-kiss,nasty-plot,protect,north america international
1,clefairy,eviolite,friend guard,grass,helping-hand,follow-me,after-you,protect,north america international
1,rillaboom,assault vest,grassy surge,normal,wood-hammer,grassy-glide,uturn,fake-out,north america international
1,whimsicott,focus sash,prankster,ghost,moonblast,tailwind,encore,protect,north america international
1,chi-yu,choice scarf,beads of ruin,ground,tera-blast,heat-wave,dark-pulse,overheat,north america international
1,ogerpon,cornerstone mask,sturdy,rock,spiky-shield,ivy-cudgel,wood-hammer,follow-me,north america international
1,koraidon,clear amulet,orichalcum pulse,fire,protect,collision-course,flame-charge,flare-blitz,north america international
1,raging-bolt,assault vest,protosynthesis,electric,thunderclap,volt-switch,electroweb,draco-meteor,north america international
1,gholdengo,metal coat,good as gold,normal,protect,make-it-rain,nasty-plot,shadow-ball,north america international
1,porygon2,eviolite,download,normal,ice-beam,trick-room,recover,tri-attack,north america international
1,gouging-fire,booster energy,protosynthesis,fairy,burning-bulwark,heat-crash,breaking-swipe,howl,north america international
1,urshifu,choice scarf,unseen fist,steel,aqua-jet,surging-strikes,close-combat,uturn,north america international
1,iron-hands,clear amulet,quark drive,grass,fake-out,wild-charge,drain-punch,ice-punch,north america international
1,landorus,life orb,sheer force,poison,earth-power,protect,taunt,sludge-bomb,north america international
1,rillaboom,assault vest,grassy surge,fire,fake-out,grassy-glide,uturn,wood-hammer,north america international
1,comfey,sitrus berry,triage,grass,draining-kiss,floral-healing,trick-room,protect,north america international
1,terapagos,covert cloak,tera shift,stellar,tera-starstorm,flamethrower,calm-mind,protect,north america international
1,ogerpon,wellspring mask,water absorb,water,ivy-cudgel,taunt,follow-me,spiky-shield,north america international
1,incineroar,safety goggles,intimidate,ghost,knock-off,willowisp,parting-shot,fake-out,north america international
1,rillaboom,assault vest,grassy surge,fire,grassy-glide,wood-hammer,fake-out,uturn,north america international
1,dragapult,focus sash,clear body,dragon,dragon-darts,phantom-force,sucker-punch,thunder-wave,north america international
1,dragonite,choice band,inner focus,normal,outrage,iron-head,aqua-jet,extreme-speed,north america international
1,dondozo,leftovers,unaware,dragon,wave-crash,earthquake,order-up,protect,north america international
1,flutter-mane,choice specs,protosynthesis,fairy,moonblast,dazzling-gleam,shadow-ball,power-gem,north america international
1,tatsugiri,sitrus berry,commander,steel,draco-meteor,muddy-water,helping-hand,protect,north america international
1,chien-pao,focus sash,sword of ruin,stellar,ice-spinner,sacred-sword,sucker-punch,protect,north america international
1,chi-yu,choice scarf,beads of ruin,ghost,dark-pulse,heat-wave,snarl,overheat,north america international
1,rillaboom,assault vest,grassy surge,fire,grassy-glide,wood-hammer,high-horsepower,fake-out,north america international
1,tornadus,covert cloak,prankster,ghost,bleakwind-storm,taunt,tailwind,rain-dance,north america international
1,incineroar,safety goggles,intimidate,water,fake-out,parting-shot,knock-off,flare-blitz,north america international
1,indeedee,rocky helmet,psychic surge,fairy,imprison,follow-me,helping-hand,trick-room,north america international
1,urshifu,choice scarf,unseen fist,water,surging-strikes,aqua-jet,close-combat,uturn,north america international
1,dondozo,rocky helmet,unaware,grass,wave-crash,order-up,earthquake,protect,north america international
1,calyrex,focus sash,as one (spectrier),fighting,protect,nasty-plot,tera-blast,astral-barrage,north america international
1,tornadus,focus sash,prankster,ghost,bleakwind-storm,tailwind,icy-wind,protect,north america international
1,flutter-mane,booster energy,protosynthesis,fairy,moonblast,icy-wind,taunt,protect,north america international
1,tatsugiri,life orb,commander,steel,draco-meteor,muddy-water,dragon-pulse,protect,north america international
1,urshifu,choice band,unseen fist,dark,wicked-blow,sucker-punch,close-combat,uturn,north america international
1,glimmora,power herb,toxic debris,grass,meteor-beam,sludge-bomb,mortal-spin,spiky-shield,north america international
1,iron-hands,clear amulet,quark drive,grass,wild-charge,fake-out,close-combat,hard-press,north america international
1,tornadus,rocky helmet,prankster,steel,bleakwind-storm,protect,taunt,tailwind,north america international
1,ursaluna,life orb,mind’s eye,normal,hyper-voice,protect,blood-moon,earth-power,north america international
1,urshifu,focus sash,unseen fist,dark,wicked-blow,detect,close-combat,sucker-punch,north america international
1,farigiraf,sitrus berry,armor tail,fire,psychic,dazzling-gleam,trick-room,helping-hand,north america international
1,ogerpon,hearthflame mask,mold breaker,fire,ivy-cudgel,spiky-shield,wood-hammer,follow-me,north america international
1,rillaboom,assault vest,grassy surge,fire,uturn,wood-hammer,grassy-glide,fake-out,north america international
1,chien-pao,focus sash,sword of ruin,ghost,sucker-punch,icicle-crash,sacred-sword,protect,north america international
1,zacian,rusted sword,intrepid sword,water,iron-head,play-rough,swords-dance,protect,north america international
1,ting-lu,rocky helmet,vessel of ruin,poison,ruination,stomping-tantrum,throat-chop,protect,north america international
1,gothitelle,safety goggles,shadow tag,dark,foul-play,helping-hand,taunt,fake-out,north america international
1,zapdos,choice scarf,defiant,water,thunderous-kick,brave-bird,uturn,throat-chop,north america international
1,skeledirge,safety goggles,unaware,fairy,slack-off,willowisp,shadow-ball,torch-song,north america international
1,landorus,life orb,sheer force,steel,protect,earth-power,sludge-bomb,imprison,north america international
1,urshifu,focus sash,unseen fist,dark,wicked-blow,detect,sucker-punch,close-combat,north america international
1,ogerpon,wellspring mask,water absorb,water,spiky-shield,ivy-cudgel,horn-leech,follow-me,north america international
1,tornadus,covert cloak,prankster,steel,taunt,tailwind,bleakwind-storm,leer,north america international
1,raging-bolt,assault vest,protosynthesis,fairy,electroweb,snarl,draco-meteor,thunderclap,north america international
1,amoonguss,rocky helmet,regenerator,water,protect,rage-powder,pollen-puff,spore,north america international
1,lunala,power herb,shadow shield,fairy,wide-guard,trick-room,meteor-beam,moongeist-beam,north america international
1,urshifu,focus sash,unseen fist,stellar,detect,taunt,close-combat,surging-strikes,north america international
1,raging-bolt,assault vest,protosynthesis,electric,thunderclap,electroweb,thunderbolt,draco-meteor,north america international
1,incineroar,safety goggles,intimidate,ghost,parting-shot,fake-out,willowisp,knock-off,north america international
1,ursaluna,flame orb,guts,ghost,protect,headlong-rush,earthquake,facade,north america international
1,entei,life orb,inner focus,grass,sacred-fire,extreme-speed,stomping-tantrum,protect,north america international
1,gholdengo,choice specs,good as gold,fairy,make-it-rain,shadow-ball,dazzling-gleam,trick,north america international
1,ting-lu,rocky helmet,vessel of ruin,poison,body-press,sand-tomb,ruination,protect,north america international
1,farigiraf,safety goggles,armor tail,water,trick-room,helping-hand,foul-play,psychic,north america international
1,dondozo,sitrus berry,oblivious,grass,wave-crash,heavy-slam,yawn,protect,north america international
1,dragonite,assault vest,inner focus,fairy,extreme-speed,aerial-ace,dragon-claw,stomping-tantrum,north america international
1,kyogre,assault vest,drizzle,grass,water-spout,ice-beam,origin-pulse,thunder,north america international
1,gouging-fire,booster energy,protosynthesis,fairy,breaking-swipe,heat-crash,howl,protect,north america international
1,dragonite,choice band,inner focus,normal,aerial-ace,aqua-jet,extreme-speed,outrage,north america international
1,chien-pao,focus sash,sword of ruin,stellar,icicle-crash,sacred-sword,protect,sucker-punch,north america international
1,whimsicott,covert cloak,prankster,dark,tailwind,moonblast,helping-hand,encore,north america international
1,chien-pao,focus sash,sword of ruin,ghost,ice-spinner,sacred-sword,sucker-punch,protect,north america international
0,urshifu,choice scarf,unseen fist,water,surging-strikes,close-combat,uturn,aqua-jet,north america international
0,landorus,life orb,sheer force,poison,earth-power,substitute,sludge-bomb,protect,north america international
0,incineroar,sitrus berry,intimidate,grass,fake-out,flare-blitz,knock-off,parting-shot,north america international
0,amoonguss,rocky helmet,regenerator,water,protect,pollen-puff,spore,rage-powder,north america international
0,porygon2,eviolite,download,poison,tera-blast,trick-room,recover,ice-beam,north america international
0,gholdengo,metal coat,good as gold,flying,make-it-rain,shadow-ball,nasty-plot,protect,north america international
0,suicune,life orb,inner focus,stellar,tailwind,scald,ice-beam,icy-wind,north america international
0,incineroar,assault vest,intimidate,grass,flare-blitz,knock-off,fake-out,uturn,north america international
0,chien-pao,focus sash,sword of ruin,ghost,protect,icicle-crash,sucker-punch,sacred-sword,north america international
0,raging-bolt,leftovers,protosynthesis,grass,protect,calm-mind,dragon-pulse,thunderclap,north america international
0,zacian,rusted sword,intrepid sword,stellar,protect,iron-head,play-rough,sacred-sword,north america international
0,rillaboom,miracle seed,grassy surge,grass,grassy-glide,wood-hammer,fake-out,protect,north america international
0,dragonite,assault vest,inner focus,normal,extreme-speed,aerial-ace,stomping-tantrum,iron-head,north america international
0,ting-lu,rocky helmet,vessel of ruin,poison,sand-tomb,ruination,taunt,protect,north america international
0,chien-pao,focus sash,sword of ruin,ghost,ice-spinner,sacred-sword,sucker-punch,protect,north america international
0,gholdengo,metal coat,good as gold,fairy,make-it-rain,shadow-ball,nasty-plot,protect,north america international
0,gouging-fire,booster energy,protosynthesis,fairy,heat-crash,breaking-swipe,howl,burning-bulwark,north america international
0,dondozo,sitrus berry,oblivious,fairy,wave-crash,heavy-slam,yawn,protect,north america international
0,ting-lu,rocky helmet,vessel of ruin,water,stealth-rock,taunt,throat-chop,ruination,north america international
0,whimsicott,covert cloak,prankster,dark,moonblast,encore,tailwind,helping-hand,north america international
0,ogerpon,hearthflame mask,mold breaker,fire,horn-leech,ivy-cudgel,follow-me,spiky-shield,north america international
0,calyrex,focus sash,as one,ghost,astral-barrage,pollen-puff,psyshock,protect,north america international
0,dondozo,leftovers,oblivious,dragon,yawn,wave-crash,heavy-slam,protect,north america international
0,raging-bolt,assault vest,protosynthesis,electric,thunderbolt,electroweb,thunderclap,draco-meteor,north america international
0,miraidon,choice specs,hadron engine,electric,electro-drift,discharge,volt-switch,draco-meteor,north america international
0,ursaluna,life orb,mind’s eye,normal,hyper-voice,protect,earth-power,blood-moon,north america international
0,farigiraf,electric seed,armor tail,ground,psychic-noise,protect,helping-hand,trick-room,north america international
0,whimsicott,focus sash,prankster,ghost,moonblast,protect,encore,tailwind,north america international
0,volcarona,leftovers,flame body,dragon,flamethrower,protect,quiver-dance,bug-buzz,north america international
0,iron-hands,assault vest,quark drive,water,drain-punch,volt-switch,fake-out,ice-punch,north america international
0,exeggutor,life orb,chlorophyll,rock,expanding-force,leaf-storm,tera-blast,trick-room,north america international
0,flutter-mane,choice specs,protosynthesis,fairy,moonblast,dazzling-gleam,shadow-ball,mystical-fire,north america international
0,torkoal,safety goggles,drought,fire,eruption,overheat,helping-hand,protect,north america international
0,indeedee,rocky helmet,psychic surge,fairy,alluring-voice,follow-me,trick-room,helping-hand,north america international
0,rhyperior,assault vest,solid rock,fire,high-horsepower,rock-slide,rock-wrecker,heat-crash,north america international
0,walking-wake,covert cloak,protosynthesis,fire,hydro-steam,flamethrower,draco-meteor,protect,north america international
0,ogerpon,hearthflame mask,mold breaker,fire,spiky-shield,ivy-cudgel,grassy-glide,stomping-tantrum,north america international
0,ogerpon,cornerstone mask,sturdy,rock,ivy-cudgel,power-whip,follow-me,spiky-shield,north america international
0,chi-yu,choice scarf,beads of ruin,ground,heat-wave,dark-pulse,tera-blast,overheat,north america international
0,raging-bolt,assault vest,protosynthesis,electric,volt-switch,thunderclap,draco-meteor,electroweb,north america international
0,ninetales,light clay,snow warning,fire,protect,blizzard,moonblast,aurora-veil,north america international
0,whimsicott,focus sash,prankster,ghost,moonblast,tailwind,encore,protect,north america international
0,koraidon,clear amulet,orichalcum pulse,fire,collision-course,flare-blitz,flame-charge,protect,north america international
0,kingambit,safety goggles,defiant,fairy,protect,kowtow-cleave,sucker-punch,swords-dance,north america international
0,raging-bolt,leftovers,protosynthesis,water,protect,dragon-pulse,thunderclap,calm-mind,north america international
0,rillaboom,assault vest,grassy surge,fire,grassy-glide,wood-hammer,fake-out,low-kick,north america international
0,iron-bundle,booster energy,quark drive,ghost,protect,icy-wind,hydro-pump,encore,north america international
0,gholdengo,metal coat,good as gold,normal,make-it-rain,shadow-ball,nasty-plot,protect,north america international
0,tornadus,covert cloak,prankster,steel,tailwind,sunny-day,bleakwind-storm,taunt,north america international
0,urshifu,focus sash,unseen fist,ground,surging-strikes,close-combat,uturn,protect,north america international
0,chi-yu,focus sash,beads of ruin,fire,protect,heat-wave,snarl,overheat,north america international
0,glimmora,power herb,toxic debris,grass,spiky-shield,meteor-beam,earth-power,sludge-bomb,north america international
0,tornadus,covert cloak,prankster,dark,bleakwind-storm,icy-wind,tailwind,protect,north america international
0,iron-hands,assault vest,quark drive,water,fake-out,wild-charge,drain-punch,heavy-slam,north america international
0,brute-bonnet,rocky helmet,protosynthesis,fairy,rage-powder,spore,seed-bomb,sucker-punch,north america international
0,indeedee,psychic seed,psychic surge,ground,follow-me,helping-hand,trick-room,alluring-voice,north america international
0,chi-yu,choice scarf,beads of ruin,dark,heat-wave,dark-pulse,snarl,overheat,north america international
0,flutter-mane,choice specs,protosynthesis,fairy,moonblast,dazzling-gleam,shadow-ball,power-gem,north america international
0,raging-bolt,life orb,protosynthesis,electric,protect,thunderclap,thunderbolt,draco-meteor,north america international
0,calyrex,life orb,as one (spectrier),ghost,astral-barrage,expanding-force,pollen-puff,protect,north america international
0,incineroar,rocky helmet,intimidate,ghost,knock-off,willowisp,fake-out,parting-shot,north america international
0,calyrex,clear amulet,as one (glastrier),fire,glacial-lance,high-horsepower,trick-room,protect,north america international
0,urshifu,choice scarf,unseen fist,water,surging-strikes,aqua-jet,close-combat,uturn,north america international
0,iron-crown,booster energy,quark drive,psychic,protect,tachyon-cutter,expanding-force,calm-mind,north america international
0,tornadus,mental herb,prankster,steel,bleakwind-storm,sunny-day,tailwind,protect,north america international
0,raging-bolt,assault vest,protosynthesis,electric,draco-meteor,thunderbolt,thunderclap,snarl,north america international
0,flutter-mane,choice specs,protosynthesis,fairy,shadow-ball,moonblast,dazzling-gleam,power-gem,north america international
0,urshifu,choice scarf,unseen fist,water,surging-strikes,close-combat,aqua-jet,uturn,north america international
0,pelipper,focus sash,drizzle,ghost,weather-ball,hurricane,wide-guard,protect,north america international
0,amoonguss,mental herb,regenerator,fairy,rage-powder,spore,pollen-puff,protect,north america international
0,ogerpon,hearthflame mask,mold breaker,fire,ivy-cudgel,wood-hammer,follow-me,spiky-shield,north america international
0,indeedee,rocky helmet,psychic surge,dragon,follow-me,dazzling-gleam,imprison,trick-room,north america international
0,kingambit,black glasses,defiant,flying,sucker-punch,iron-head,kowtow-cleave,protect,north america international
0,amoonguss,sitrus berry,regenerator,water,spore,clear-smog,grass-knot,rage-powder,north america international
0,urshifu,choice scarf,unseen fist,grass,surging-strikes,close-combat,aqua-jet,uturn,north america international
0,chien-pao,focus sash,sword of ruin,ghost,ice-spinner,sacred-sword,protect,sucker-punch,north america international
0,ogerpon,hearthflame mask,mold breaker,fire,ivy-cudgel,spiky-shield,horn-leech,stomping-tantrum,north america international
0,raging-bolt,safety goggles,protosynthesis,fairy,thunderbolt,protect,thunderclap,dragon-pulse,north america international
0,clefairy,eviolite,friend guard,grass,protect,follow-me,life-dew,helping-hand,north america international
0,alcremie,covert cloak,aroma veil,grass,decorate,dazzling-gleam,stored-power,psych-up,north america international
0,rillaboom,assault vest,grassy surge,water,grassy-glide,wood-hammer,fake-out,uturn,north america international
0,skeledirge,throat spray,unaware,grass,torch-song,earth-power,alluring-voice,slack-off,north america international
0,terapagos,leftovers,tera shift,stellar,protect,tera-starstorm,dark-pulse,calm-mind,north america international
0,sableye,light clay,prankster,poison,foul-play,reflect,light-screen,taunt,north america international
0,landorus,life orb,sheer force,steel,earth-power,sludge-bomb,taunt,protect,north america international
0,raging-bolt,life orb,protosynthesis,electric,thunderclap,dragon-pulse,thunderbolt,protect,north america international
0,urshifu,choice scarf,unseen fist,fire,surging-strikes,close-combat,uturn,aqua-jet,north america international
0,amoonguss,sitrus berry,regenerator,fairy,rage-powder,spore,pollen-puff,protect,north america international
0,raging-bolt,assault vest,protosynthesis,fairy,electroweb,draco-meteor,thunderclap,snarl,north america international
0,incineroar,safety goggles,intimidate,ghost,knock-off,flare-blitz,parting-shot,fake-out,north america international
0,chien-pao,focus sash,sword of ruin,ghost,protect,icicle-crash,sacred-sword,sucker-punch,north america international
0,incineroar,safety goggles,intimidate,ghost,knock-off,flare-blitz,parting-shot,fake-out,north america international
0,chien-pao,focus sash,sword of ruin,ghost,icicle-crash,protect,sucker-punch,throat-chop,north america international
0,suicune,sitrus berry,inner focus,grass,snarl,scald,tailwind,protect,north america international
0,rillaboom,assault vest,grassy surge,fire,uturn,grassy-glide,wood-hammer,fake-out,north america international
0,zamazenta,rusted shield,dauntless shield,grass,heavy-slam,protect,body-press,iron-defense,north america international
0,incineroar,safety goggles,intimidate,ghost,flare-blitz,parting-shot,fake-out,knock-off,north america international
0,flutter-mane,booster energy,protosynthesis,fairy,moonblast,shadow-ball,dazzling-gleam,protect,north america international
0,amoonguss,sitrus berry,regenerator,water,spore,rage-powder,protect,pollen-puff,north america international
0,porygon2,eviolite,download,flying,tera-blast,eerie-impulse,recover,trick-room,north america international
0,lunala,psychic seed,shadow shield,fairy,expanding-force,moongeist-beam,moonblast,trick-room,north america international
0,electabuzz,eviolite,vital spirit,fairy,thunderbolt,follow-me,taunt,eerie-impulse,north america international
0,urshifu,assault vest,unseen fist,grass,surging-strikes,close-combat,aqua-jet,ice-spinner,north america international
0,indeedee,rocky helmet,psychic surge,dragon,helping-hand,follow-me,heal-pulse,trick-room,north america international
0,ursaluna,flame orb,guts,fairy,facade,headlong-rush,earthquake,protect,north america international
0,torkoal,charcoal,drought,grass,eruption,weather-ball,solar-beam,clear-smog,north america international
0,ursaluna,flame orb,guts,ghost,facade,headlong-rush,protect,earthquake,north america international
0,ogerpon,wellspring mask,water absorb,water,spiky-shield,follow-me,horn-leech,ivy-cudgel,north america international
0,flutter-mane,focus sash,protosynthesis,stellar,protect,moonblast,shadow-ball,icy-wind,north america international
0,raging-bolt,assault vest,protosynthesis,electric,thunderclap,draco-meteor,electroweb,volt-switch,north america international
0,amoonguss,sitrus berry,regenerator,dark,spore,rage-powder,clear-smog,pollen-puff,north america international
0,flutter-mane,booster energy,protosynthesis,fairy,icy-wind,protect,taunt,moonblast,north america international
0,primarina,leftovers,liquid voice,grass,calm-mind,protect,hyper-voice,moonblast,north america international
0,roaring-moon,clear amulet,protosynthesis,steel,breaking-swipe,tera-blast,knock-off,protect,north america international
0,incineroar,safety goggles,intimidate,ghost,fake-out,flare-blitz,parting-shot,willowisp,north america international
0,landorus,life orb,sheer force,poison,earth-power,sludge-bomb,protect,imprison,north america international
0,whimsicott,covert cloak,prankster,water,tailwind,moonblast,encore,light-screen,north america international
0,koraidon,clear amulet,orichalcum pulse,fire,protect,flame-charge,collision-course,flare-blitz,north america international
0,umbreon,safety goggles,inner focus,water,yawn,foul-play,helping-hand,taunt,north america international
0,chi-yu,choice specs,beads of ruin,ghost,flamethrower,dark-pulse,heat-wave,snarl,north america international
0,rillaboom,miracle seed,grassy surge,fire,grassy-glide,wood-hammer,fake-out,uturn,north america international
0,urshifu,focus sash,unseen fist,dark,detect,sucker-punch,wicked-blow,close-combat,north america international
0,raging-bolt,assault vest,protosynthesis,fairy,snarl,electroweb,thunderclap,dragon-pulse,north america international
0,entei,choice band,inner focus,normal,stomping-tantrum,extreme-speed,sacred-fire,flare-blitz,north america international
0,ogerpon,wellspring mask,water absorb,water,spiky-shield,follow-me,horn-leech,ivy-cudgel,north america international
0,landorus,life orb,sheer force,steel,protect,substitute,sludge-bomb,earth-power,north america international
0,flutter-mane,booster energy,protosynthesis,fairy,protect,taunt,icy-wind,moonblast,north america international
0,chi-yu,choice scarf,beads of ruin,ghost,heat-wave,snarl,dark-pulse,overheat,north america international
0,raging-bolt,assault vest,protosynthesis,electric,thunderbolt,draco-meteor,electroweb,thunderclap,north america international
0,groudon,clear amulet,drought,fire,protect,precipice-blades,heat-crash,heavy-slam,north america international
0,flutter-mane,focus sash,protosynthesis,fairy,moonblast,protect,icy-wind,taunt,north america international
0,tornadus,covert cloak,prankster,dark,bleakwind-storm,tailwind,taunt,scary-face,north america international
0,annihilape,leftovers,defiant,water,drain-punch,rage-fist,bulk-up,protect,north america international
0,landorus,life orb,sheer force,poison,earth-power,sludge-bomb,protect,taunt,north america international
0,ogerpon,hearthflame mask,mold breaker,fire,spiky-shield,grassy-glide,ivy-cudgel,follow-me,north america international
0,rillaboom,assault vest,grassy surge,fire,wood-hammer,fake-out,grassy-glide,uturn,north america international
0,ting-lu,clear amulet,vessel of ruin,poison,stomping-tantrum,snarl,payback,heavy-slam,north america international
0,gouging-fire,booster energy,protosynthesis,fairy,howl,breaking-swipe,heat-crash,burning-bulwark,north america international
0,torkoal,choice specs,drought,grass,eruption,weather-ball,solar-beam,heat-wave,north america international
0,indeedee,focus sash,psychic surge,grass,follow-me,trick-room,helping-hand,dazzling-gleam,north america international
0,ursaluna,flame orb,guts,fairy,headlong-rush,facade,play-rough,protect,north america international
0,gallade,clear amulet,sharpness,normal,psycho-cut,sacred-sword,wide-guard,trick-room,north america international
0,necrozma,life orb,prism armor,ground,moongeist-beam,earth-power,expanding-force,trick-room,north america international
0,raging-bolt,assault vest,protosynthesis,electric,thunderbolt,thunderclap,weather-ball,dragon-pulse,north america international
0,roaring-moon,booster energy,protosynthesis,flying,knock-off,acrobatics,tailwind,protect,north america international
0,chandelure,life orb,flash fire,grass,shadow-ball,heat-wave,protect,trick-room,north america international
0,rillaboom,assault vest,grassy surge,fire,fake-out,grassy-glide,wood-hammer,uturn,north america international
0,zamazenta,rusted shield,dauntless shield,dragon,body-press,wide-guard,heavy-slam,protect,north america international
0,roaring-moon,booster energy,protosynthesis,flying,acrobatics,tailwind,knock-off,protect,north america international
0,gholdengo,sitrus berry,good as gold,fairy,make-it-rain,shadow-ball,protect,nasty-plot,north america international
0,chien-pao,focus sash,sword of ruin,ghost,icicle-crash,protect,lash-out,sucker-punch,north america international
0,okidogi,assault vest,guard dog,water,gunk-shot,drain-punch,high-horsepower,ice-punch,north america international
0,grimmsnarl,light clay,prankster,grass,spirit-break,thunder-wave,reflect,light-screen,north america international
0,ogerpon,wellspring mask,water absorb,water,ivy-cudgel,horn-leech,swords-dance,spiky-shield,north america international
0,urshifu,mystic water,unseen fist,grass,detect,surging-strikes,close-combat,aqua-jet,north america international
0,iron-boulder,choice band,quark drive,rock,mighty-cleave,sacred-sword,zen-headbutt,earthquake,north america international
0,tornadus,focus sash,prankster,steel,tailwind,protect,bleakwind-storm,rain-dance,north america international
0,chien-pao,focus sash,sword of ruin,ghost,icicle-crash,sucker-punch,sacred-sword,protect,north america international
0,raging-bolt,leftovers,protosynthesis,fairy,thunderclap,dragon-pulse,calm-mind,protect,north america international
0,urshifu,choice scarf,unseen fist,steel,surging-strikes,close-combat,aqua-jet,uturn,north america international
0,incineroar,safety goggles,intimidate,ghost,fake-out,flare-blitz,willowisp,parting-shot,north america international
0,rillaboom,assault vest,grassy surge,fire,fake-out,wood-hammer,grassy-glide,uturn,north america international
0,landorus,life orb,sheer force,steel,earth-power,sludge-bomb,substitute,protect,north america international
0,urshifu,mystic water,unseen fist,water,surging-strikes,close-combat,protect,taunt,north america international
0,amoonguss,sitrus berry,regenerator,fairy,spore,rage-powder,protect,pollen-puff,north america international
0,terapagos,covert cloak,tera shift,stellar,tera-starstorm,protect,dark-pulse,calm-mind,north america international
0,incineroar,safety goggles,intimidate,ghost,fake-out,knock-off,flare-blitz,parting-shot,north america international
0,gholdengo,leftovers,good as gold,fairy,make-it-rain,shadow-ball,protect,nasty-plot,north america international
0,kyogre,choice specs,drizzle,water,hydro-pump,ice-beam,origin-pulse,water-spout,north america international
0,dragonite,choice band,inner focus,normal,extreme-speed,aerial-ace,outrage,stomping-tantrum,north america international
0,tatsugiri,focus sash,commander,stellar,draco-meteor,icy-wind,protect,taunt,north america international
0,dondozo,sitrus berry,oblivious,grass,protect,wave-crash,fissure,yawn,north america international
0,gouging-fire,booster energy,protosynthesis,fairy,heat-crash,breaking-swipe,howl,burning-bulwark,north america international
0,ting-lu,rocky helmet,vessel of ruin,poison,protect,body-press,ruination,sand-tomb,north america international
0,gholdengo,choice scarf,good as gold,steel,trick,steel-beam,make-it-rain,shadow-ball,north america international
0,talonflame,covert cloak,gale wings,flying,brave-bird,tailwind,quick-guard,feint,north america international
0,dondozo,leftovers,unaware,dragon,order-up,wave-crash,substitute,protect,north america international
0,pikachu,light ball,lightning rod,fairy,fake-out,volt-tackle,feint,upper-hand,north america international
0,flutter-mane,booster energy,protosynthesis,fairy,protect,taunt,moonblast,icy-wind,north america international
0,chien-pao,focus sash,sword of ruin,stellar,protect,ice-spinner,sacred-sword,sucker-punch,north america international
0,urshifu,focus sash,unseen fist,stellar,surging-strikes,close-combat,detect,taunt,north america international
0,flutter-mane,booster energy,protosynthesis,fairy,icy-wind,shadow-ball,protect,moonblast,north america international
0,kingambit,leftovers,defiant,fairy,swords-dance,iron-head,protect,sucker-punch,north america international
0,rillaboom,miracle seed,grassy surge,grass,grassy-glide,wood-hammer,uturn,fake-out,north america international
0,kyogre,assault vest,drizzle,grass,origin-pulse,water-spout,ice-beam,thunder,north america international
0,ogerpon,wellspring mask,water absorb,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,north america international
0,flutter-mane,choice specs,protosynthesis,fairy,moonblast,shadow-ball,dazzling-gleam,perish-song,north america international
0,gouging-fire,booster energy,protosynthesis,fairy,heat-crash,breaking-swipe,howl,burning-bulwark,north america international
0,kingambit,black glasses,defiant,dragon,kowtow-cleave,iron-head,sucker-punch,protect,north america international
0,rillaboom,assault vest,grassy surge,fire,wood-hammer,grassy-glide,high-horsepower,fake-out,north america international
0,chien-pao,focus sash,sword of ruin,stellar,ice-spinner,sucker-punch,sacred-sword,protect,north america international
0,farigiraf,safety goggles,armor tail,water,psychic-noise,protect,helping-hand,trick-room,north america international
0,urshifu,choice band,unseen fist,poison,close-combat,surging-strikes,aqua-jet,poison-jab,north america international
0,raging-bolt,leftovers,protosynthesis,fairy,thunderclap,protect,calm-mind,dragon-pulse,north america international
0,tornadus,covert cloak,prankster,steel,tailwind,bleakwind-storm,protect,rain-dance,north america international
0,incineroar,sitrus berry,intimidate,ghost,fake-out,flare-blitz,parting-shot,knock-off,north america international
0,ursaluna,flame orb,guts,ghost,protect,facade,headlong-rush,earthquake,north america international
0,cresselia,safety goggles,levitate,poison,psychic,icy-wind,trick-room,lunar-blessing,north america international
0,okidogi,assault vest,guard dog,flying,gunk-shot,drain-punch,upper-hand,knock-off,north america international
0,farigiraf,safety goggles,armor tail,fairy,psychic-noise,foul-play,trick-room,imprison,north america international
0,chien-pao,focus sash,sword of ruin,ghost,ice-spinner,protect,sucker-punch,sacred-sword,north america international
0,gouging-fire,booster energy,protosynthesis,fairy,flare-blitz,snarl,howl,burning-bulwark,north america international
0,rayquaza,clear amulet,air lock,normal,extreme-speed,dragon-ascent,protect,swords-dance,north america international
0,tropius,mental herb,chlorophyll,water,air-slash,tailwind,helping-hand,wide-guard,north america international
